cfgid,usemsk,usepad,roi,interp,optim,linesearch,divini,srcgrd,ffdgrd,passdof,conjtot,levels,iters,steps,rejects,lastn,epsilon,sim,bins,padbins,window,ds,be,tp,vp,jaceps,gamma,im,imsteps,maxsv,nbch,uselie
0019,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.0001,0.0025,0.1,0.5,SS,64,-1,0,false
0020,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.0001,0.005,0.1,0.5,SS,64,-1,0,false
0021,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.0001,0.01,0.1,0.5,SS,64,-1,0,false
0022,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.0001,0.05,0.1,0.5,SS,64,-1,0,false
0023,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.0001,0.00001,0.1,0.5,SS,64,-1,0,false
0024,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.0001,0.0001,0.1,0.5,SS,64,-1,0,false
0025,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.0001,0.0005,0.1,0.5,SS,64,-1,0,false
0026,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.0001,0.001,0.1,0.5,SS,64,-1,0,false
0027,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.0001,0.0025,0.1,0.5,SS,64,-1,0,false
0028,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.0001,0.005,0.1,0.5,SS,64,-1,0,false
0029,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.0001,0.01,0.1,0.5,SS,64,-1,0,false
0030,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.0001,0.05,0.1,0.5,SS,64,-1,0,false
0031,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.0001,0.00001,0.1,0.5,SS,64,-1,0,false
0032,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.0001,0.0001,0.1,0.5,SS,64,-1,0,false
0033,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.0001,0.0005,0.1,0.5,SS,64,-1,0,false
0034,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.0001,0.001,0.1,0.5,SS,64,-1,0,false
0035,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.0001,0.0025,0.1,0.5,SS,64,-1,0,false
0036,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.0001,0.005,0.1,0.5,SS,64,-1,0,false
0037,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.0001,0.01,0.1,0.5,SS,64,-1,0,false
0038,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.0001,0.05,0.1,0.5,SS,64,-1,0,false
0039,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.00001,0,0.1,0.5,SS,64,-1,0,false
0040,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.0001,0,0.1,0.5,SS,64,-1,0,false
0041,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.0005,0,0.1,0.5,SS,64,-1,0,false
0042,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.001,0,0.1,0.5,SS,64,-1,0,false
0043,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.005,0,0.1,0.5,SS,64,-1,0,false
0044,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.01,0,0.1,0.5,SS,64,-1,0,false
0045,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.05,0,0.1,0.5,SS,64,-1,0,false
0046,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.00001,0,0.1,0.5,SS,64,-1,0,false
0047,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.0001,0,0.1,0.5,SS,64,-1,0,false
0048,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.0005,0,0.1,0.5,SS,64,-1,0,false
0049,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.001,0,0.1,0.5,SS,64,-1,0,false
0050,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.005,0,0.1,0.5,SS,64,-1,0,false
0051,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.01,0,0.1,0.5,SS,64,-1,0,false
0052,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.05,0,0.1,0.5,SS,64,-1,0,false
0053,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.00001,0,0.1,0.5,SS,64,-1,0,false
0054,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.0001,0,0.1,0.5,SS,64,-1,0,false
0055,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.0005,0,0.1,0.5,SS,64,-1,0,false
0056,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.001,0,0.1,0.5,SS,64,-1,0,false
0057,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.005,0,0.1,0.5,SS,64,-1,0,false
0058,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.01,0,0.1,0.5,SS,64,-1,0,false
0059,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.05,0,0.1,0.5,SS,64,-1,0,false
0060,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.0001,0.0001,0.1,0.5,SS,64,-1,0,false
0061,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.001,0.0001,0.1,0.5,SS,64,-1,0,false
0062,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.01,0.0001,0.1,0.5,SS,64,-1,0,false
0063,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.0001,0.001,0.1,0.5,SS,64,-1,0,false
0064,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.001,0.001,0.1,0.5,SS,64,-1,0,false
0065,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.001,0.01,0.001,0.1,0.5,SS,64,-1,0,false
0066,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.0001,0.0001,0.1,0.5,SS,64,-1,0,false
0067,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.001,0.0001,0.1,0.5,SS,64,-1,0,false
0068,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.01,0.0001,0.1,0.5,SS,64,-1,0,false
0069,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.0001,0.001,0.1,0.5,SS,64,-1,0,false
0070,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.001,0.001,0.1,0.5,SS,64,-1,0,false
0071,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.002,0.01,0.001,0.1,0.5,SS,64,-1,0,false
0072,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.0001,0.0001,0.1,0.5,SS,64,-1,0,false
0073,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.001,0.0001,0.1,0.5,SS,64,-1,0,false
0074,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.01,0.0001,0.1,0.5,SS,64,-1,0,false
0075,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.0001,0.001,0.1,0.5,SS,64,-1,0,false
0076,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.001,0.001,0.1,0.5,SS,64,-1,0,false
0077,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0.00001,NMI,64,false,5,2.5,0.005,0.01,0.001,0.1,0.5,SS,64,-1,0,false
