cfgid,usemsk,usepad,roi,interp,optim,linesearch,divini,srcgrd,ffdgrd,passdof,conjtot,levels,iters,steps,rejects,lastn,epsilon,sim,bins,padbins,window,ds,be,be_world,le,le_mu,le_lambda,le_rot,le_world,tp,vp,jaceps,gamma
0137,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.001,true,0.1,1,0,true,true,0,0,0.1,0.5
0138,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.001,true,0.5,1,0,true,true,0,0,0.1,0.5
0139,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.001,true,1,1,0,true,true,0,0,0.1,0.5
0140,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.005,true,0,1,0,true,true,0,0,0.1,0.5
0141,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.005,true,0.0001,1,0,true,true,0,0,0.1,0.5
0142,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.005,true,0.005,1,0,true,true,0,0,0.1,0.5
0143,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.005,true,0.001,1,0,true,true,0,0,0.1,0.5
0144,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.005,true,0.005,1,0,true,true,0,0,0.1,0.5
0145,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.005,true,0.01,1,0,true,true,0,0,0.1,0.5
0146,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.005,true,0.05,1,0,true,true,0,0,0.1,0.5
0147,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.005,true,0.1,1,0,true,true,0,0,0.1,0.5
0148,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.005,true,0.5,1,0,true,true,0,0,0.1,0.5
0149,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.005,true,1,1,0,true,true,0,0,0.1,0.5
0150,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.01,true,0,1,0,true,true,0,0,0.1,0.5
0151,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.01,true,0.0001,1,0,true,true,0,0,0.1,0.5
0152,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.01,true,0.005,1,0,true,true,0,0,0.1,0.5
0153,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.01,true,0.001,1,0,true,true,0,0,0.1,0.5
0154,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.01,true,0.005,1,0,true,true,0,0,0.1,0.5
0155,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.01,true,0.01,1,0,true,true,0,0,0.1,0.5
0156,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.01,true,0.05,1,0,true,true,0,0,0.1,0.5
0157,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.01,true,0.1,1,0,true,true,0,0,0.1,0.5
0158,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.01,true,0.5,1,0,true,true,0,0,0.1,0.5
0159,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.01,true,1,1,0,true,true,0,0,0.1,0.5
0160,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.05,true,0,1,0,true,true,0,0,0.1,0.5
0161,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.05,true,0.0001,1,0,true,true,0,0,0.1,0.5
0162,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.05,true,0.005,1,0,true,true,0,0,0.1,0.5
0163,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.05,true,0.001,1,0,true,true,0,0,0.1,0.5
0164,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.05,true,0.005,1,0,true,true,0,0,0.1,0.5
0165,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.05,true,0.01,1,0,true,true,0,0,0.1,0.5
0166,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.05,true,0.05,1,0,true,true,0,0,0.1,0.5
0167,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.05,true,0.1,1,0,true,true,0,0,0.1,0.5
0168,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.05,true,0.5,1,0,true,true,0,0,0.1,0.5
0169,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.05,true,1,1,0,true,true,0,0,0.1,0.5
0170,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.1,true,0,1,0,true,true,0,0,0.1,0.5
0171,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.1,true,0.0001,1,0,true,true,0,0,0.1,0.5
0172,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.1,true,0.005,1,0,true,true,0,0,0.1,0.5
0173,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.1,true,0.001,1,0,true,true,0,0,0.1,0.5
0174,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.1,true,0.005,1,0,true,true,0,0,0.1,0.5
0175,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.1,true,0.01,1,0,true,true,0,0,0.1,0.5
0176,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.1,true,0.05,1,0,true,true,0,0,0.1,0.5
0177,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.1,true,0.1,1,0,true,true,0,0,0.1,0.5
0178,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.1,true,0.5,1,0,true,true,0,0,0.1,0.5
0179,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.1,true,1,1,0,true,true,0,0,0.1,0.5
0180,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.5,true,0,1,0,true,true,0,0,0.1,0.5
0181,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.5,true,0.0001,1,0,true,true,0,0,0.1,0.5
0182,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.5,true,0.005,1,0,true,true,0,0,0.1,0.5
0183,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.5,true,0.001,1,0,true,true,0,0,0.1,0.5
0184,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.5,true,0.005,1,0,true,true,0,0,0.1,0.5
0185,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.5,true,0.01,1,0,true,true,0,0,0.1,0.5
0186,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.5,true,0.05,1,0,true,true,0,0,0.1,0.5
0187,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.5,true,0.1,1,0,true,true,0,0,0.1,0.5
0188,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.5,true,0.5,1,0,true,true,0,0,0.1,0.5
0189,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,0.5,true,1,1,0,true,true,0,0,0.1,0.5
0190,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,1,true,0,1,0,true,true,0,0,0.1,0.5
0191,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,1,true,0.0001,1,0,true,true,0,0,0.1,0.5
0192,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,1,true,0.005,1,0,true,true,0,0,0.1,0.5
0193,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,1,true,0.001,1,0,true,true,0,0,0.1,0.5
0194,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,1,true,0.005,1,0,true,true,0,0,0.1,0.5
0195,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,1,true,0.01,1,0,true,true,0,0,0.1,0.5
0196,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,1,true,0.05,1,0,true,true,0,0,0.1,0.5
0197,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,1,true,0.1,1,0,true,true,0,0,0.1,0.5
0198,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,1,true,0.5,1,0,true,true,0,0,0.1,0.5
0199,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,3,500,20,2,10,0,NMI,64,false,5,2.5,1,true,1,1,0,true,true,0,0,0.1,0.5
