cfgid,usemsk,usepad,roi,interp,optim,linesearch,divini,srcgrd,ffdgrd,passdof,conjtot,levels,iters,steps,rejects,lastn,epsilon,sim,bins,padbins,window,ds,be,tp,vp,jaceps,gamma,im,imsteps,maxsv,nbch,uselie
0130,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.01,0.001,0.1,0.5,SS,32,0,2,false
0131,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.0001,0.01,0.1,0.5,SS,32,0,2,false
0132,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.001,0.01,0.1,0.5,SS,32,0,2,false
0133,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.01,0.01,0.1,0.5,SS,32,0,2,false
0134,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.005,0.0001,0.0001,0.1,0.5,SS,32,0,2,false
0135,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.005,0.001,0.0001,0.1,0.5,SS,32,0,2,false
0136,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.005,0.01,0.0001,0.1,0.5,SS,32,0,2,false
0137,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.005,0.0001,0.001,0.1,0.5,SS,32,0,2,false
0138,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.005,0.001,0.001,0.1,0.5,SS,32,0,2,false
0139,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.005,0.01,0.001,0.1,0.5,SS,32,0,2,false
0140,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.005,0.0001,0.01,0.1,0.5,SS,32,0,2,false
0141,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.005,0.001,0.01,0.1,0.5,SS,32,0,2,false
0142,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.005,0.01,0.01,0.1,0.5,SS,32,0,2,false
