cfgid,usemsk,usepad,roi,interp,optim,linesearch,divini,srcgrd,ffdgrd,passdof,conjtot,levels,iters,steps,rejects,lastn,epsilon,sim,bins,padbins,window,ds,be,tp,vp,jaceps,gamma
0297,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0,0.5,0.1,0.5
0298,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0,1,0.1,0.5
0299,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0,2,0.1,0.5
0300,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0,0.1,0.1,0.5
0301,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0,0.5,0.1,0.5
0302,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0,1,0.1,0.5
0303,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0,2,0.1,0.5
0304,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0001,0.001,0.001,0.1,0.5
0305,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0001,0.01,0.001,0.1,0.5
0306,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0001,0.1,0.001,0.1,0.5
0307,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0001,0.5,0.001,0.1,0.5
0308,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0001,0.001,0.01,0.1,0.5
0309,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0001,0.01,0.01,0.1,0.5
0310,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0001,0.1,0.01,0.1,0.5
0311,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0001,0.5,0.01,0.1,0.5
0312,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0001,0.001,0.1,0.1,0.5
0313,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0001,0.01,0.1,0.1,0.5
0314,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0001,0.1,0.1,0.1,0.5
0315,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0001,0.5,0.1,0.1,0.5
0316,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.001,0.001,0.1,0.5
0317,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.01,0.001,0.1,0.5
0318,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.1,0.001,0.1,0.5
0319,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.5,0.001,0.1,0.5
0320,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.001,0.01,0.1,0.5
0321,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.01,0.01,0.1,0.5
0322,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.1,0.01,0.1,0.5
0323,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.5,0.01,0.1,0.5
0324,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.001,0.1,0.1,0.5
0325,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.01,0.1,0.1,0.5
0326,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.1,0.1,0.1,0.5
0327,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.5,0.1,0.1,0.5
0328,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.001,0.001,0.1,0.5
0329,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.01,0.001,0.1,0.5
0330,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.1,0.001,0.1,0.5
0331,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.5,0.001,0.1,0.5
0332,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.001,0.01,0.1,0.5
0333,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.01,0.01,0.1,0.5
0334,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.1,0.01,0.1,0.5
0335,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.5,0.01,0.1,0.5
0336,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.001,0.1,0.1,0.5
0337,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.01,0.1,0.1,0.5
0338,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.1,0.1,0.1,0.5
0339,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.001,0.5,0.1,0.1,0.5
0340,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.001,0.001,0.1,0.5
0341,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.001,0.001,0.1,0.5
0342,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.001,0.001,0.1,0.5
0343,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.001,0.001,0.1,0.5
0344,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.001,0.001,0.1,0.5
0345,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.001,0.001,0.1,0.5
0346,false,false,Domain,Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.001,0.001,0.1,0.5
0347,false,false,Domain,Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.001,0.001,0.1,0.5
0348,false,false,Domain,Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.001,0.001,0.1,0.5
0349,false,false,Domain,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.001,0.001,0.1,0.5
0350,false,false,Domain,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.001,0.001,0.1,0.5
0351,false,false,Domain,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,100,20,2,10,0.0001,NMI,64,false,5,2.5,0.0005,0.001,0.001,0.1,0.5
