cfgid,usemsk,usepad,roi,interp,optim,linesearch,divini,srcgrd,ffdgrd,passdof,conjtot,levels,iters,steps,rejects,lastn,epsilon,sim,bins,padbins,window,ds,be,tp,vp,jaceps,gamma
0293,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,true,true,3,75,12,2,0,0,NMI,64,false,5,2.5,0.003,0.0001,0.0001,0.1,0.5
0338,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,true,true,3,75,12,2,0,0,NMI,64,false,5,2.5,0.003,0.0001,0.0001,0.1,0.5
